folder,rel_path,full_path,duration_sec,bucket
collect/TalkingBook/3dui_bigha,collect\TalkingBook\3dui_bigha\a4987008-d19d-440a-93cb-7e5d752e4de4.flac,D:\TTS D3\TTS D3 Data\collect/TalkingBook/3dui_bigha\a4987008-d19d-440a-93cb-7e5d752e4de4.flac,30.0,[30+)
collect/TalkingBook/3porejaoa,collect\TalkingBook\3porejaoa\ae61358f-e678-4d70-ac71-703c8355f56f.flac,D:\TTS D3\TTS D3 Data\collect/TalkingBook/3porejaoa\ae61358f-e678-4d70-ac71-703c8355f56f.flac,30.0,[30+)
collect/TalkingBook/4 Kuli Mujur,collect\TalkingBook\4 Kuli Mujur\7428d4cb-b2f6-4e02-b436-ea0eb48e5bbe.flac,D:\TTS D3\TTS D3 Data\collect/TalkingBook/4 Kuli Mujur\7428d4cb-b2f6-4e02-b436-ea0eb48e5bbe.flac,26.285,"[25, 30)"
collect/TalkingBook/4 Lal Ghora,collect\TalkingBook\4 Lal Ghora\f6ad0887-0852-4394-832e-0adec1f6d13a.flac,D:\TTS D3\TTS D3 Data\collect/TalkingBook/4 Lal Ghora\f6ad0887-0852-4394-832e-0adec1f6d13a.flac,30.0,[30+)
collect/TalkingBook/4pache_loke _kisu bole,collect\TalkingBook\4pache_loke _kisu bole\06b5be35-605e-4777-9d0b-dfdee9c8370e.flac,D:\TTS D3\TTS D3 Data\collect/TalkingBook/4pache_loke _kisu bole\06b5be35-605e-4777-9d0b-dfdee9c8370e.flac,23.673,"[20, 25)"
collect/TalkingBook/4toilchitrer bhot,collect\TalkingBook\4toilchitrer bhot\13f69497-0321-4054-9a72-756eb7d634d5.flac,D:\TTS D3\TTS D3 Data\collect/TalkingBook/4toilchitrer bhot\13f69497-0321-4054-9a72-756eb7d634d5.flac,30.0,[30+)
collect/TalkingBook/5 Bangabandhu,collect\TalkingBook\5 Bangabandhu\508945ad-47ec-4f0f-9fc7-4969d46f395a.flac,D:\TTS D3\TTS D3 Data\collect/TalkingBook/5 Bangabandhu\508945ad-47ec-4f0f-9fc7-4969d46f395a.flac,30.0,[30+)
collect/TalkingBook/5 Lokha,collect\TalkingBook\5 Lokha\a259a621-659f-4ed5-961a-53b455c8aa86.flac,D:\TTS D3\TTS D3 Data\collect/TalkingBook/5 Lokha\a259a621-659f-4ed5-961a-53b455c8aa86.flac,30.0,[30+)
collect/TalkingBook/5nari,collect\TalkingBook\5nari\ed680d29-e939-4460-98f7-b2a0043943fb.flac,D:\TTS D3\TTS D3 Data\collect/TalkingBook/5nari\ed680d29-e939-4460-98f7-b2a0043943fb.flac,30.0,[30+)
collect/TalkingBook/5shongram,collect\TalkingBook\5shongram\140abb02-8e7a-4375-ae72-922354fe47a9.flac,D:\TTS D3\TTS D3 Data\collect/TalkingBook/5shongram\140abb02-8e7a-4375-ae72-922354fe47a9.flac,30.0,[30+)
collect/TalkingBook/6 Mela,collect\TalkingBook\6 Mela\940ae19a-4eea-4dde-8168-55bfdf6a83bb.flac,D:\TTS D3\TTS D3 Data\collect/TalkingBook/6 Mela\940ae19a-4eea-4dde-8168-55bfdf6a83bb.flac,30.0,[30+)
collect/TalkingBook/6 sobi rong,collect\TalkingBook\6 sobi rong\8cb37ea7-268a-43c6-975b-c2fb80f68852.flac,D:\TTS D3\TTS D3 Data\collect/TalkingBook/6 sobi rong\8cb37ea7-268a-43c6-975b-c2fb80f68852.flac,30.0,[30+)
collect/TalkingBook/6abar_ashino fire,collect\TalkingBook\6abar_ashino fire\71343a0d-8650-4e83-a2ae-d165d373025c.flac,D:\TTS D3\TTS D3 Data\collect/TalkingBook/6abar_ashino fire\71343a0d-8650-4e83-a2ae-d165d373025c.flac,30.0,[30+)
collect/TalkingBook/6lokshilpo,collect\TalkingBook\6lokshilpo\504cb6c2-7ed9-4635-a25e-3f139412a138.flac,D:\TTS D3\TTS D3 Data\collect/TalkingBook/6lokshilpo\504cb6c2-7ed9-4635-a25e-3f139412a138.flac,30.0,[30+)
collect/TalkingBook/7 May Diner Kabita,collect\TalkingBook\7 May Diner Kabita\e0a0ae3f-aeb7-4752-8b98-f864a6a53c17.flac,D:\TTS D3\TTS D3 Data\collect/TalkingBook/7 May Diner Kabita\e0a0ae3f-aeb7-4752-8b98-f864a6a53c17.flac,30.0,[30+)
collect/TalkingBook/7 Rokeya,collect\TalkingBook\7 Rokeya\cb4f15e3-da3c-42e0-85d3-b14d557e0c47.flac,D:\TTS D3\TTS D3 Data\collect/TalkingBook/7 Rokeya\cb4f15e3-da3c-42e0-85d3-b14d557e0c47.flac,30.0,[30+)
collect/TalkingBook/7desh,collect\TalkingBook\7desh\1b04a587-25ed-4720-8599-35d8dfa9c436.flac,D:\TTS D3\TTS D3 Data\collect/TalkingBook/7desh\1b04a587-25ed-4720-8599-35d8dfa9c436.flac,21.211,"[20, 25)"
collect/TalkingBook/7shukhi_manush,collect\TalkingBook\7shukhi_manush\c97f3be4-6210-4061-ab8f-13fd4d4af5a3.flac,D:\TTS D3\TTS D3 Data\collect/TalkingBook/7shukhi_manush\c97f3be4-6210-4061-ab8f-13fd4d4af5a3.flac,30.0,[30+)
collect/TalkingBook/8 Shabdo Kabita,collect\TalkingBook\8 Shabdo Kabita\7d796099-125b-415a-a04c-e06e33d5465e.flac,D:\TTS D3\TTS D3 Data\collect/TalkingBook/8 Shabdo Kabita\7d796099-125b-415a-a04c-e06e33d5465e.flac,30.0,[30+)
collect/TalkingBook/8 Upodesh,collect\TalkingBook\8 Upodesh\c38f429e-8818-4733-af27-e037b34141c1.flac,D:\TTS D3\TTS D3 Data\collect/TalkingBook/8 Upodesh\c38f429e-8818-4733-af27-e037b34141c1.flac,30.0,[30+)
collect/TalkingBook/8nodi,collect\TalkingBook\8nodi\d9c2ac3c-e716-4edf-af37-49f937ccb027.flac,D:\TTS D3\TTS D3 Data\collect/TalkingBook/8nodi\d9c2ac3c-e716-4edf-af37-49f937ccb027.flac,30.0,[30+)
collect/TalkingBook/8shilpokola,collect\TalkingBook\8shilpokola\38dc9e6e-4178-46ec-95c5-038380094866.flac,D:\TTS D3\TTS D3 Data\collect/TalkingBook/8shilpokola\38dc9e6e-4178-46ec-95c5-038380094866.flac,30.0,[30+)
collect/TalkingBook/9 Shei chaleti,collect\TalkingBook\9 Shei chaleti\8c688389-ad56-458a-bb98-2332c3b223e4.flac,D:\TTS D3\TTS D3 Data\collect/TalkingBook/9 Shei chaleti\8c688389-ad56-458a-bb98-2332c3b223e4.flac,30.0,[30+)
collect/TalkingBook/9 Sritishodho,collect\TalkingBook\9 Sritishodho\f03e6489-d4f4-4c7b-8eff-a2b5e8d8fbd8.flac,D:\TTS D3\TTS D3 Data\collect/TalkingBook/9 Sritishodho\f03e6489-d4f4-4c7b-8eff-a2b5e8d8fbd8.flac,30.0,[30+)
collect/TalkingBook/9jago,collect\TalkingBook\9jago\0027978c-6f2e-42b5-bd19-21550069a318.flac,D:\TTS D3\TTS D3 Data\collect/TalkingBook/9jago\0027978c-6f2e-42b5-bd19-21550069a318.flac,30.0,[30+)
collect/TalkingBook/9mongru,collect\TalkingBook\9mongru\299e1b8b-3955-463e-948f-d65c177ae80f.flac,D:\TTS D3\TTS D3 Data\collect/TalkingBook/9mongru\299e1b8b-3955-463e-948f-d65c177ae80f.flac,30.0,[30+)
collect/TalkingBook/Aaj Srishti-Sukher Ullashe-Kazi Nazrul Islam,collect\TalkingBook\Aaj Srishti-Sukher Ullashe-Kazi Nazrul Islam\97df6ef7-3da9-487a-97e9-df859404dc2a.flac,D:\TTS D3\TTS D3 Data\collect/TalkingBook/Aaj Srishti-Sukher Ullashe-Kazi Nazrul Islam\97df6ef7-3da9-487a-97e9-df859404dc2a.flac,30.0,[30+)
collect/TalkingBook/Aam-Atir Vepu - Bivutibhushan Bandopaddhay,collect\TalkingBook\Aam-Atir Vepu - Bivutibhushan Bandopaddhay\d7cdd070-9a97-4520-96ab-1893b8e528f7.flac,D:\TTS D3\TTS D3 Data\collect/TalkingBook/Aam-Atir Vepu - Bivutibhushan Bandopaddhay\d7cdd070-9a97-4520-96ab-1893b8e528f7.flac,30.0,[30+)
collect/TalkingBook/Abak Shurjodoy - Hasan Hafizur Rahman,collect\TalkingBook\Abak Shurjodoy - Hasan Hafizur Rahman\3dddcb9e-4e0e-47a8-863f-ae0446f84c3f.flac,D:\TTS D3\TTS D3 Data\collect/TalkingBook/Abak Shurjodoy - Hasan Hafizur Rahman\3dddcb9e-4e0e-47a8-863f-ae0446f84c3f.flac,30.0,[30+)
collect/TalkingBook/Akash,collect\TalkingBook\Akash\ba17ba12-4a1a-475b-ad38-1cde792f26e7.flac,D:\TTS D3\TTS D3 Data\collect/TalkingBook/Akash\ba17ba12-4a1a-475b-ad38-1cde792f26e7.flac,30.0,[30+)
collect/TalkingBook/Amader Sangskriti - Anisuzzaman,collect\TalkingBook\Amader Sangskriti - Anisuzzaman\2c674089-2ae7-43d7-b0b2-bd5bf7df4792.flac,D:\TTS D3\TTS D3 Data\collect/TalkingBook/Amader Sangskriti - Anisuzzaman\2c674089-2ae7-43d7-b0b2-bd5bf7df4792.flac,30.0,[30+)
collect/TalkingBook/Amar Desh - Sufiya Kamal,collect\TalkingBook\Amar Desh - Sufiya Kamal\181e868f-7cf1-4281-ada3-4509c8167e54.flac,D:\TTS D3\TTS D3 Data\collect/TalkingBook/Amar Desh - Sufiya Kamal\181e868f-7cf1-4281-ada3-4509c8167e54.flac,30.0,[30+)
collect/TalkingBook/Amar Porichoy - Sayed Shamsul Haque,collect\TalkingBook\Amar Porichoy - Sayed Shamsul Haque\921f44c9-958a-43b4-a84b-24030cbadba7.flac,D:\TTS D3\TTS D3 Data\collect/TalkingBook/Amar Porichoy - Sayed Shamsul Haque\921f44c9-958a-43b4-a84b-24030cbadba7.flac,30.0,[30+)
collect/TalkingBook/Amar Shantan - Varotchandro Raygunakar,collect\TalkingBook\Amar Shantan - Varotchandro Raygunakar\555a81c0-9a51-43a3-9ce2-e77a8e9cd851.flac,D:\TTS D3\TTS D3 Data\collect/TalkingBook/Amar Shantan - Varotchandro Raygunakar\555a81c0-9a51-43a3-9ce2-e77a8e9cd851.flac,30.0,[30+)
collect/TalkingBook/Ami Kono Aguntok Noi - Ahsan Habib,collect\TalkingBook\Ami Kono Aguntok Noi - Ahsan Habib\da052553-e087-4e5c-aea2-5b4bab5de159.flac,D:\TTS D3\TTS D3 Data\collect/TalkingBook/Ami Kono Aguntok Noi - Ahsan Habib\da052553-e087-4e5c-aea2-5b4bab5de159.flac,30.0,[30+)
collect/TalkingBook/Andho Bodhu - Jotindramohan Bagchi,collect\TalkingBook\Andho Bodhu - Jotindramohan Bagchi\a77f3baf-bf76-49ee-9534-f92323704727.flac,D:\TTS D3\TTS D3 Data\collect/TalkingBook/Andho Bodhu - Jotindramohan Bagchi\a77f3baf-bf76-49ee-9534-f92323704727.flac,24.044,"[20, 25)"
collect/TalkingBook/Asha - Sikandar Abu Jafor,collect\TalkingBook\Asha - Sikandar Abu Jafor\82671f83-d96f-47e4-95ad-2949561049d5.flac,D:\TTS D3\TTS D3 Data\collect/TalkingBook/Asha - Sikandar Abu Jafor\82671f83-d96f-47e4-95ad-2949561049d5.flac,30.0,[30+)
collect/TalkingBook/Avaghir Swargo - Sharatchandra Chattopaddhay,collect\TalkingBook\Avaghir Swargo - Sharatchandra Chattopaddhay\e8b69fb7-edd7-494b-8ffa-78b7db63e4f6.flac,D:\TTS D3\TTS D3 Data\collect/TalkingBook/Avaghir Swargo - Sharatchandra Chattopaddhay\e8b69fb7-edd7-494b-8ffa-78b7db63e4f6.flac,30.0,[30+)
collect/TalkingBook/Ban Manush - Abu Ishaq,collect\TalkingBook\Ban Manush - Abu Ishaq\fbc6a190-2aa4-4b1a-b76b-f3b2b4518aec.flac,D:\TTS D3\TTS D3 Data\collect/TalkingBook/Ban Manush - Abu Ishaq\fbc6a190-2aa4-4b1a-b76b-f3b2b4518aec.flac,30.0,[30+)
collect/TalkingBook/Bandh - Jahir Rayhan,collect\TalkingBook\Bandh - Jahir Rayhan\ea06176a-b6a8-4616-8d9d-71f5b3fab578.flac,D:\TTS D3\TTS D3 Data\collect/TalkingBook/Bandh - Jahir Rayhan\ea06176a-b6a8-4616-8d9d-71f5b3fab578.flac,30.0,[30+)
collect/TalkingBook/Bishaw Nabi Part 2,collect\TalkingBook\Bishaw Nabi Part 2\4067ae2e-e3f9-420d-9ec0-cf276c5d1cd8.flac,D:\TTS D3\TTS D3 Data\collect/TalkingBook/Bishaw Nabi Part 2\4067ae2e-e3f9-420d-9ec0-cf276c5d1cd8.flac,30.0,[30+)
collect/TalkingBook/Bishaw Nobi Part 1,collect\TalkingBook\Bishaw Nobi Part 1\6d434e83-9966-4b1f-a427-dd83664c756a.flac,D:\TTS D3\TTS D3 Data\collect/TalkingBook/Bishaw Nobi Part 1\6d434e83-9966-4b1f-a427-dd83664c756a.flac,30.0,[30+)
collect/TalkingBook/Boi Pora - Promath Chawdhuri,collect\TalkingBook\Boi Pora - Promath Chawdhuri\31e6f0d0-e0dd-409d-b131-c0d16c002b39.flac,D:\TTS D3\TTS D3 Data\collect/TalkingBook/Boi Pora - Promath Chawdhuri\31e6f0d0-e0dd-409d-b131-c0d16c002b39.flac,30.0,[30+)
collect/TalkingBook/Boishakh - Al Mahmud,collect\TalkingBook\Boishakh - Al Mahmud\e314ffe6-d967-4881-928c-a16794e3f671.flac,D:\TTS D3\TTS D3 Data\collect/TalkingBook/Boishakh - Al Mahmud\e314ffe6-d967-4881-928c-a16794e3f671.flac,30.0,[30+)
collect/TalkingBook/Brishti - Farrukh Ahmed,collect\TalkingBook\Brishti - Farrukh Ahmed\8384a4a6-b9c7-417d-8b98-0d4e69d1b0b1.flac,D:\TTS D3\TTS D3 Data\collect/TalkingBook/Brishti - Farrukh Ahmed\8384a4a6-b9c7-417d-8b98-0d4e69d1b0b1.flac,30.0,[30+)
collect/TalkingBook/Chapter 1,collect\TalkingBook\Chapter 1\2abf5923-33e7-4127-805d-ae566b4faa62.flac,D:\TTS D3\TTS D3 Data\collect/TalkingBook/Chapter 1\2abf5923-33e7-4127-805d-ae566b4faa62.flac,30.0,[30+)
collect/TalkingBook/Chapter 2,collect\TalkingBook\Chapter 2\1c42c26a-b9b2-4b02-8ae3-6f19ed0b2a2e.flac,D:\TTS D3\TTS D3 Data\collect/TalkingBook/Chapter 2\1c42c26a-b9b2-4b02-8ae3-6f19ed0b2a2e.flac,30.0,[30+)
collect/TalkingBook/Chapter 3,collect\TalkingBook\Chapter 3\da1ebe52-2ad9-4a8e-92ac-d982c1d591c5.flac,D:\TTS D3\TTS D3 Data\collect/TalkingBook/Chapter 3\da1ebe52-2ad9-4a8e-92ac-d982c1d591c5.flac,30.0,[30+)
collect/TalkingBook/Chapter 4,collect\TalkingBook\Chapter 4\8cd99dd4-9bfd-458b-8d90-f792306faeff.flac,D:\TTS D3\TTS D3 Data\collect/TalkingBook/Chapter 4\8cd99dd4-9bfd-458b-8d90-f792306faeff.flac,30.0,[30+)
collect/TalkingBook/Chapter 5,collect\TalkingBook\Chapter 5\f8bddf69-b048-4728-a286-06424ae5878e.flac,D:\TTS D3\TTS D3 Data\collect/TalkingBook/Chapter 5\f8bddf69-b048-4728-a286-06424ae5878e.flac,30.0,[30+)
collect/TalkingBook/Chuniya Amar Arkedia - Rafiq Azad,collect\TalkingBook\Chuniya Amar Arkedia - Rafiq Azad\c8b68675-3386-4e0b-bf94-a798a8c1629a.flac,D:\TTS D3\TTS D3 Data\collect/TalkingBook/Chuniya Amar Arkedia - Rafiq Azad\c8b68675-3386-4e0b-bf94-a798a8c1629a.flac,30.0,[30+)
collect/TalkingBook/Denapaona - Rabindranath Tagor,collect\TalkingBook\Denapaona - Rabindranath Tagor\3a64523e-1c50-42de-b987-9db624f55621.flac,D:\TTS D3\TTS D3 Data\collect/TalkingBook/Denapaona - Rabindranath Tagor\3a64523e-1c50-42de-b987-9db624f55621.flac,30.0,[30+)
collect/TalkingBook/Ekattarer Dinguli - Jahanara Imam,collect\TalkingBook\Ekattarer Dinguli - Jahanara Imam\64bda6ae-9721-495f-b6fc-d8ecd5b66866.flac,D:\TTS D3\TTS D3 Data\collect/TalkingBook/Ekattarer Dinguli - Jahanara Imam\64bda6ae-9721-495f-b6fc-d8ecd5b66866.flac,30.0,[30+)
collect/TalkingBook/Ekti Kafi - Bishnu Dey,collect\TalkingBook\Ekti Kafi - Bishnu Dey\870acb09-a06c-4452-ad71-f19f8c01ef58.flac,D:\TTS D3\TTS D3 Data\collect/TalkingBook/Ekti Kafi - Bishnu Dey\870acb09-a06c-4452-ad71-f19f8c01ef58.flac,16.184,"[15, 20)"
collect/TalkingBook/Fagun Mash,collect\TalkingBook\Fagun Mash\63106df5-ab27-481b-989b-c6052b98e7bd.flac,D:\TTS D3\TTS D3 Data\collect/TalkingBook/Fagun Mash\63106df5-ab27-481b-989b-c6052b98e7bd.flac,30.0,[30+)
collect/TalkingBook/Fuler Bibaho - Bongkimchandro Chattopaddhay,collect\TalkingBook\Fuler Bibaho - Bongkimchandro Chattopaddhay\0639180f-9051-4bca-be84-414048183c9f.flac,D:\TTS D3\TTS D3 Data\collect/TalkingBook/Fuler Bibaho - Bongkimchandro Chattopaddhay\0639180f-9051-4bca-be84-414048183c9f.flac,30.0,[30+)
collect/TalkingBook/Islamer Etihash O Sangskriti For Class 11 & 12 Chapter 1,collect\TalkingBook\Islamer Etihash O Sangskriti For Class 11 & 12 Chapter 1\d91765fb-2ca6-4b3e-bb27-2123bb0a1fa7.flac,D:\TTS D3\TTS D3 Data\collect/TalkingBook/Islamer Etihash O Sangskriti For Class 11 & 12 Chapter 1\d91765fb-2ca6-4b3e-bb27-2123bb0a1fa7.flac,30.0,[30+)
collect/TalkingBook/Islamer Etihash O Sangskriti For Class 11 & 12 Chapter 2,collect\TalkingBook\Islamer Etihash O Sangskriti For Class 11 & 12 Chapter 2\a1ad1229-3818-421b-824a-7fd1bfd7389c.flac,D:\TTS D3\TTS D3 Data\collect/TalkingBook/Islamer Etihash O Sangskriti For Class 11 & 12 Chapter 2\a1ad1229-3818-421b-824a-7fd1bfd7389c.flac,30.0,[30+)
collect/TalkingBook/Islamer Etihash O Sangskriti For Class 11 & 12 Chapter 3,collect\TalkingBook\Islamer Etihash O Sangskriti For Class 11 & 12 Chapter 3\eb64fd59-8db2-437a-84b9-e5aec5af0dc4.flac,D:\TTS D3\TTS D3 Data\collect/TalkingBook/Islamer Etihash O Sangskriti For Class 11 & 12 Chapter 3\eb64fd59-8db2-437a-84b9-e5aec5af0dc4.flac,30.0,[30+)
collect/TalkingBook/Islamer Etihash O Sangskriti For Class 11 & 12 Chapter 4,collect\TalkingBook\Islamer Etihash O Sangskriti For Class 11 & 12 Chapter 4\5944a13c-9220-44a2-9d5f-959275c40795.flac,D:\TTS D3\TTS D3 Data\collect/TalkingBook/Islamer Etihash O Sangskriti For Class 11 & 12 Chapter 4\5944a13c-9220-44a2-9d5f-959275c40795.flac,30.0,[30+)
collect/TalkingBook/Islamer Etihash O Sangskriti For Class 11 & 12 Chapter 5,collect\TalkingBook\Islamer Etihash O Sangskriti For Class 11 & 12 Chapter 5\4f8d0892-fa4b-4fd0-a84b-e45c1dd3893b.flac,D:\TTS D3\TTS D3 Data\collect/TalkingBook/Islamer Etihash O Sangskriti For Class 11 & 12 Chapter 5\4f8d0892-fa4b-4fd0-a84b-e45c1dd3893b.flac,30.0,[30+)
collect/TalkingBook/Islamer Etihash O Sangskriti For Class 11 & 12 Chapter 6,collect\TalkingBook\Islamer Etihash O Sangskriti For Class 11 & 12 Chapter 6\44c5e21d-c26d-42ef-b3c2-25963a6eb9c2.flac,D:\TTS D3\TTS D3 Data\collect/TalkingBook/Islamer Etihash O Sangskriti For Class 11 & 12 Chapter 6\44c5e21d-c26d-42ef-b3c2-25963a6eb9c2.flac,30.0,[30+)
collect/TalkingBook/Islamer Etihash O Sangskriti For Class 11 & 12 Chapter 7,collect\TalkingBook\Islamer Etihash O Sangskriti For Class 11 & 12 Chapter 7\61225488-adc3-47a1-a871-9810ccd08eec.flac,D:\TTS D3\TTS D3 Data\collect/TalkingBook/Islamer Etihash O Sangskriti For Class 11 & 12 Chapter 7\61225488-adc3-47a1-a871-9810ccd08eec.flac,30.0,[30+)
collect/TalkingBook/Islamer Etihash O Sangskriti For Class 11 & 12 Cover Page,collect\TalkingBook\Islamer Etihash O Sangskriti For Class 11 & 12 Cover Page\b6ac89a9-c4e3-445e-8a5e-8959d9118262.flac,D:\TTS D3\TTS D3 Data\collect/TalkingBook/Islamer Etihash O Sangskriti For Class 11 & 12 Cover Page\b6ac89a9-c4e3-445e-8a5e-8959d9118262.flac,30.0,[30+)
collect/TalkingBook/Islamer Itihash O Sangskriti Part-2 Cl 11&12 Cover MP3,collect\TalkingBook\Islamer Itihash O Sangskriti Part-2 Cl 11&12 Cover MP3\503a17d2-4c1a-4b88-bc31-f636fed380d6.flac,D:\TTS D3\TTS D3 Data\collect/TalkingBook/Islamer Itihash O Sangskriti Part-2 Cl 11&12 Cover MP3\503a17d2-4c1a-4b88-bc31-f636fed380d6.flac,30.0,[30+)
collect/TalkingBook/Islamer Itihash O Sangskriti part-2 Chapter 02 MP3,collect\TalkingBook\Islamer Itihash O Sangskriti part-2 Chapter 02 MP3\d2c85655-1570-47c6-82cf-72da79295f91.flac,D:\TTS D3\TTS D3 Data\collect/TalkingBook/Islamer Itihash O Sangskriti part-2 Chapter 02 MP3\d2c85655-1570-47c6-82cf-72da79295f91.flac,30.0,[30+)
collect/TalkingBook/Islamer Itihash O Sangskriti part-2 Chapter 03 MP3,collect\TalkingBook\Islamer Itihash O Sangskriti part-2 Chapter 03 MP3\a9ba5304-d555-4360-953d-401791788713.flac,D:\TTS D3\TTS D3 Data\collect/TalkingBook/Islamer Itihash O Sangskriti part-2 Chapter 03 MP3\a9ba5304-d555-4360-953d-401791788713.flac,30.0,[30+)
collect/TalkingBook/Islamer Itihash O Sangskriti part-2 Chapter 04 MP3,collect\TalkingBook\Islamer Itihash O Sangskriti part-2 Chapter 04 MP3\7eff5dec-6dbd-4e66-8fb9-e52e59262ede.flac,D:\TTS D3\TTS D3 Data\collect/TalkingBook/Islamer Itihash O Sangskriti part-2 Chapter 04 MP3\7eff5dec-6dbd-4e66-8fb9-e52e59262ede.flac,30.0,[30+)
collect/TalkingBook/Islamer Itihash O Sangskriti part-2 Chapter 04 MP3,collect\TalkingBook\Islamer Itihash O Sangskriti part-2 Chapter 04 MP3\7bdaf334-7ba0-45f6-a3f8-747587bb625c.flac,D:\TTS D3\TTS D3 Data\collect/TalkingBook/Islamer Itihash O Sangskriti part-2 Chapter 04 MP3\7bdaf334-7ba0-45f6-a3f8-747587bb625c.flac,30.0,[30+)
collect/TalkingBook/Islamer Itihash O Sangskriti part-2 Chapter 05 MP3,collect\TalkingBook\Islamer Itihash O Sangskriti part-2 Chapter 05 MP3\6a6a21cd-7a6e-460a-ae00-a2caa915a953.flac,D:\TTS D3\TTS D3 Data\collect/TalkingBook/Islamer Itihash O Sangskriti part-2 Chapter 05 MP3\6a6a21cd-7a6e-460a-ae00-a2caa915a953.flac,30.0,[30+)
collect/TalkingBook/Islamer Itihash O Sangskriti part-2 Chapter 06 MP3,collect\TalkingBook\Islamer Itihash O Sangskriti part-2 Chapter 06 MP3\4930b0f5-01e1-49d0-acf4-a67b61e3c5cf.flac,D:\TTS D3\TTS D3 Data\collect/TalkingBook/Islamer Itihash O Sangskriti part-2 Chapter 06 MP3\4930b0f5-01e1-49d0-acf4-a67b61e3c5cf.flac,30.0,[30+)
collect/TalkingBook/Islamer Itihash O Sanskriti part-2 Chapter 01 MP3,collect\TalkingBook\Islamer Itihash O Sanskriti part-2 Chapter 01 MP3\da882ad8-60a9-412c-a29d-6c8a0cfce3b9.flac,D:\TTS D3\TTS D3 Data\collect/TalkingBook/Islamer Itihash O Sanskriti part-2 Chapter 01 MP3\da882ad8-60a9-412c-a29d-6c8a0cfce3b9.flac,30.0,[30+)
collect/TalkingBook/Janmo Vumi,collect\TalkingBook\Janmo Vumi\1ed5fc72-0fa9-4f53-bf4e-83e940cb168c.flac,D:\TTS D3\TTS D3 Data\collect/TalkingBook/Janmo Vumi\1ed5fc72-0fa9-4f53-bf4e-83e940cb168c.flac,30.0,[30+)
collect/TalkingBook/Jharnar Gan - Sottendranath Datta,collect\TalkingBook\Jharnar Gan - Sottendranath Datta\afb1216b-017c-4854-9387-1ab02dd237d0.flac,D:\TTS D3\TTS D3 Data\collect/TalkingBook/Jharnar Gan - Sottendranath Datta\afb1216b-017c-4854-9387-1ab02dd237d0.flac,25.391,"[25, 30)"
collect/TalkingBook/Jibon Sanghit - Hemchandro Bandopaddhay,collect\TalkingBook\Jibon Sanghit - Hemchandro Bandopaddhay\3709902c-5ac0-4819-b927-776ce530d25e.flac,D:\TTS D3\TTS D3 Data\collect/TalkingBook/Jibon Sanghit - Hemchandro Bandopaddhay\3709902c-5ac0-4819-b927-776ce530d25e.flac,30.0,[30+)
collect/TalkingBook/Jibone Shilper Sthan - S. Wazed Ali,collect\TalkingBook\Jibone Shilper Sthan - S. Wazed Ali\02eb6d90-007c-492f-9694-8c433b4bca18.flac,D:\TTS D3\TTS D3 Data\collect/TalkingBook/Jibone Shilper Sthan - S. Wazed Ali\02eb6d90-007c-492f-9694-8c433b4bca18.flac,30.0,[30+)
collect/TalkingBook/Juktibidya 1st Paper for Class 11 & 12 - Chapter 1,collect\TalkingBook\Juktibidya 1st Paper for Class 11 & 12 - Chapter 1\f743622e-b727-41e9-977e-e930f053018e.flac,D:\TTS D3\TTS D3 Data\collect/TalkingBook/Juktibidya 1st Paper for Class 11 & 12 - Chapter 1\f743622e-b727-41e9-977e-e930f053018e.flac,30.0,[30+)
collect/TalkingBook/Juktibidya 1st Paper for Class 11 & 12 - Chapter 2,collect\TalkingBook\Juktibidya 1st Paper for Class 11 & 12 - Chapter 2\3fb72fc8-3e46-4489-91c6-93cb7342f071.flac,D:\TTS D3\TTS D3 Data\collect/TalkingBook/Juktibidya 1st Paper for Class 11 & 12 - Chapter 2\3fb72fc8-3e46-4489-91c6-93cb7342f071.flac,30.0,[30+)
collect/TalkingBook/Juktibidya 1st Paper for Class 11 & 12 - Chapter 3,collect\TalkingBook\Juktibidya 1st Paper for Class 11 & 12 - Chapter 3\2ed5cb60-c7b5-4018-aa9b-90c77d115424.flac,D:\TTS D3\TTS D3 Data\collect/TalkingBook/Juktibidya 1st Paper for Class 11 & 12 - Chapter 3\2ed5cb60-c7b5-4018-aa9b-90c77d115424.flac,30.0,[30+)
collect/TalkingBook/Juktibidya 1st Paper for Class 11 & 12 - Chapter 3,collect\TalkingBook\Juktibidya 1st Paper for Class 11 & 12 - Chapter 3\9e091a76-9144-4c9a-a465-645dadec0699.flac,D:\TTS D3\TTS D3 Data\collect/TalkingBook/Juktibidya 1st Paper for Class 11 & 12 - Chapter 3\9e091a76-9144-4c9a-a465-645dadec0699.flac,30.0,[30+)
collect/TalkingBook/Juktibidya 1st Paper for Class 11 & 12 - Chapter 4,collect\TalkingBook\Juktibidya 1st Paper for Class 11 & 12 - Chapter 4\868a111c-36e8-4b33-838c-eddf007f42c5.flac,D:\TTS D3\TTS D3 Data\collect/TalkingBook/Juktibidya 1st Paper for Class 11 & 12 - Chapter 4\868a111c-36e8-4b33-838c-eddf007f42c5.flac,30.0,[30+)
